locationId,name,latitude,longitude,fullAddress,postalCode,isLocalChef,isPremium,rating,reviewCount,telephone,url,Avg_sentiment,Sentiment_label,combined_cuisines
7274239,Helga's Folly Kitchen,7.285107,80.64588,"# 70 Rajaphilla Mawatha, Kandy 20000 Sri Lanka",20000.0,0,0,4.0,275,+94 81 2 234571,/Restaurant_Review-g304138-d7274239-Reviews-Helga_s_Folly_Kitchen-Kandy_Kandy_District_Central_Province.html,0.5463545081967213,Positive,Sri Lankan
23731426,Cocoba Restaurant,7.2925,80.6479,"Anagarika Dharmapala Road 117/3, Kandy 20000 Sri Lanka",20000.0,0,0,4.5,27,+94 76 754 8684,/Restaurant_Review-g304138-d23731426-Reviews-Cocoba_Restaurant-Kandy_Kandy_District_Central_Province.html,0.4851888888888889,Positive,"Italian, Chinese, Bar, Cafe, Asian, Pub, Sri Lankan"
7687874,Xiang Yun Chinese,7.273289,80.60921,"No. 935 Peradeniya Road Kandy Sri Lanka, Kandy 20000 Sri Lanka",20000.0,0,0,3.9,68,+94 77 482 0088,/Restaurant_Review-g304138-d7687874-Reviews-Xiang_Yun_Chinese-Kandy_Kandy_District_Central_Province.html,0.5051567164179105,Positive,"Chinese, Asian, Szechuan"
2057786,The Kandy Garden Cafe,7.286927,80.64747,"9 Sangaraja Mawatha, Kandy 8 Sri Lanka",8.0,0,0,4.1,685,+94 81 2 220355,/Restaurant_Review-g304138-d2057786-Reviews-The_Kandy_Garden_Cafe-Kandy_Kandy_District_Central_Province.html,0.44382266462480857,Positive,"Asian, Sri Lankan"
4881287,Natural Coffee,7.29539,80.638054,"No. 84 D S Senanayake Veediya Next to Sarasavi Book Shop, Kandy 20000 Sri Lanka",20000.0,0,0,4.1,704,+94 81 2 205734,/Restaurant_Review-g304138-d4881287-Reviews-Natural_Coffee-Kandy_Kandy_District_Central_Province.html,0.531685930408472,Positive,"Chinese, Japanese, Cafe"
25350775,Jaide Regency,7.287904,80.6478,"10 No: Louis Peries Lane, Kandy 20000 Sri Lanka",20000.0,0,0,4.8,25,+94 77 300 0111,/Restaurant_Review-g304138-d25350775-Reviews-Jaide_Regency-Kandy_Kandy_District_Central_Province.html,0.668376,Positive,"Seafood, Fast Food, Asian, Singaporean, Eastern European, Sri Lankan"
32835630,Hello Summer,7.298508,80.63651,"28a Hill Street, Kandy 20000 Sri Lanka",20000.0,0,0,5.0,29,+94 71 930 9172,/Restaurant_Review-g304138-d32835630-Reviews-Hello_Summer-Kandy_Kandy_District_Central_Province.html,0.8758199999999999,Positive,"Chinese, American, Asian, Sri Lankan, Arabic"
12957014,Cafe the Vibe,7.299521,80.63694,"No 258/1/4, D.S. Senanayake Street, Kandy 20000 Sri Lanka",20000.0,0,0,3.7,62,+94 77 730 4530,/Restaurant_Review-g304138-d12957014-Reviews-Cafe_the_Vibe-Kandy_Kandy_District_Central_Province.html,0.47879193548387095,Positive,"Cafe, Asian, Sri Lankan"
25230887,Java Lounge In Kandy,6.989085,79.93523,"No.112,sirimavo Bandaranayake Mw, Kandy, Kandy 20000 Sri Lanka",20000.0,0,0,4.8,25,+94 71 046 9059,/Restaurant_Review-g304138-d25230887-Reviews-Java_Lounge_In_Kandy-Kandy_Kandy_District_Central_Province.html,0.8096840000000001,Positive,"American, Irish, Pizza, Cafe, European"
25416219,Cafe Lavia,7.290572,80.63373,"No 14 Anagarika Dharmapala Mawatha, Kandy 20000 Sri Lanka",20000.0,0,0,4.8,9,+94 70 255 7567,/Restaurant_Review-g304138-d25416219-Reviews-Cafe_Lavia-Kandy_Kandy_District_Central_Province.html,0.6266666666666666,Positive,"Italian, Cafe, Fast Food"
29616534,Cafe Serenity,7.295005,80.63774,"No 85 Ds Senanayake Veediya,, Kandy 20000 Sri Lanka",20000.0,0,0,5.0,6,+94 76 724 6100,/Restaurant_Review-g304138-d29616534-Reviews-Cafe_Serenity-Kandy_Kandy_District_Central_Province.html,0.9747833333333333,Positive,"American, Cafe"
15180264,Hela Bojun Hala,6.970351,80.76738,"Sri Wickrama Rajasinghe Mawatha, Kandy 20000 Sri Lanka",20000.0,0,0,4.7,21,,/Restaurant_Review-g304138-d15180264-Reviews-Hela_Bojun_Hala-Kandy_Kandy_District_Central_Province.html,0.6283952380952381,Positive,Sri Lankan
25230840,Java Lounge In Peradeniya,7.288378,80.62896,"No. 255 Peradeniya Road, Kandy 20000 Sri Lanka",20000.0,0,0,4.9,19,+94 70 689 7243,/Restaurant_Review-g304138-d25230840-Reviews-Java_Lounge_In_Peradeniya-Kandy_Kandy_District_Central_Province.html,0.8458736842105263,Positive,"Italian, American, Irish, Cafe, European"
23413495,MARINATE,7.29454,80.63019,"No 7 A B Damunupola Mawatha, Kandy 20000 Sri Lanka",20000.0,0,0,4.6,16,+94 77 704 3670,/Restaurant_Review-g304138-d23413495-Reviews-MARINATE-Kandy_Kandy_District_Central_Province.html,0.520625,Positive,"Italian, Chinese, American, Asian, Sri Lankan"
15838578,Kandyan Rice and Curry,7.319561,80.6474,"Pallegunnepana Road, Polgolla, Kandy, Kandy 20000 Sri Lanka",20000.0,0,0,5.0,31,+94 76 837 6499,/Restaurant_Review-g304138-d15838578-Reviews-Kandyan_Rice_and_Curry-Kandy_Kandy_District_Central_Province.html,0.8261096774193548,Positive,"Chinese, Cafe, Seafood, Fast Food, Asian, Sri Lankan"
11979219,No-Named Restaurant,7.288028,80.64271,"37 Saranankara Road, Kandy 20000 Sri Lanka",20000.0,0,0,4.4,95,+94 77 824 3164,/Restaurant_Review-g304138-d11979219-Reviews-No_Named_Restaurant-Kandy_Kandy_District_Central_Province.html,0.48996526315789474,Positive,"Asian, Sri Lankan"
17209612,Global Kitchen,7.296352,80.63666,"No. 02 Kumara Veediya, Kandy 20000 Sri Lanka",20000.0,0,0,4.3,87,+94 81 2 235060,/Restaurant_Review-g304138-d17209612-Reviews-Global_Kitchen-Kandy_Kandy_District_Central_Province.html,0.7421218390804597,Positive,"Indian, Asian, Sri Lankan"
4133691,Honeypot Restaurant & Guest House,7.276424,80.6063,"33 Deveni Rajasinghe Mawatha (War Cemetery Road), Kandy 20000 Sri Lanka",20000.0,0,0,3.9,364,+94 81 2 384082,/Restaurant_Review-g304138-d4133691-Reviews-Honeypot_Restaurant_Guest_House-Kandy_Kandy_District_Central_Province.html,0.515430701754386,Positive,"Asian, Sri Lankan"
27509699,Elysian,7.303858,80.65298,"8/6, Riverside gardens, Sirimalwatte, Lewella, Kandy 20000 Sri Lanka",20000.0,0,0,4.9,38,+94 77 741 0666,/Restaurant_Review-g304138-d27509699-Reviews-Elysian-Kandy_Kandy_District_Central_Province.html,0.89685,Positive,"American, Barbecue, European"
10056823,Bommu Rooftop Bar & Lounge,7.288341,80.643005,"No 31 Saranankara Road, Kandy 20000 Sri Lanka",20000.0,0,0,4.3,63,+94 81 2 030700,/Restaurant_Review-g304138-d10056823-Reviews-Bommu_Rooftop_Bar_Lounge-Kandy_Kandy_District_Central_Province.html,0.7810682539682541,Positive,"Bar, Pub, Sri Lankan"
12535815,Tavern 29 Rooftop Bar,7.274582,80.606964,"11, Deweni Rajasinghe Mawatha Getambe, Kandy 20000 Sri Lanka",20000.0,0,0,4.4,75,+94 77 792 2373,/Restaurant_Review-g304138-d12535815-Reviews-Tavern_29_Rooftop_Bar-Kandy_Kandy_District_Central_Province.html,0.8029373333333334,Positive,"Bar, Barbecue, Asian, Korean, Pub"
3971317,Oak Ray Regency Restaurant,7.274115,80.6076,"9 Devani Rajasinghe Mawatha Oak Ray Regency Hotel, Kandy 20000 Sri Lanka",20000.0,0,0,3.4,225,+94 81 2 389141,/Restaurant_Review-g304138-d3971317-Reviews-Oak_Ray_Regency_Restaurant-Kandy_Kandy_District_Central_Province.html,0.3286281818181818,Positive,"Asian, Sri Lankan"
32860289,Sukinoya Family Restaurant,7.291253,80.647705,"51A Anagarika Dharmapala Mawatha Kandy, Kandy 20000 Sri Lanka",20000.0,0,1,5.0,4,+94 70 460 0220,/Restaurant_Review-g304138-d32860289-Reviews-Sukinoya_Family_Restaurant-Kandy_Kandy_District_Central_Province.html,0.9207000000000001,Positive,Japanese
7650567,Cafe Aroma Inn,7.294321,80.637146,"98, Colombo St, Kandy 20000 Sri Lanka",20000.0,0,0,3.9,320,+94 77 222 3577,/Restaurant_Review-g304138-d7650567-Reviews-Cafe_Aroma_Inn-Kandy_Kandy_District_Central_Province.html,0.49979190938511325,Positive,"Cafe, European, Sri Lankan"
27790426,Mymomo,7.290236,80.62586,"No.381 ,Peradeniya road, Kandy, Sri Lanka Kandy, Kandy 20400 Sri Lanka",20400.0,0,0,4.9,11,+94 76 762 0492,/Restaurant_Review-g304138-d27790426-Reviews-Mymomo-Kandy_Kandy_District_Central_Province.html,0.8431909090909091,Positive,"Chinese, Cafe, Asian, Korean, Sri Lankan"
17416284,Lake Front cafe,7.291803,80.63747,"2 D sangaraja Mawatha kandy, Kandy 20000 Sri Lanka",20000.0,0,0,4.9,23,+94 77 317 3130,/Restaurant_Review-g304138-d17416284-Reviews-Lake_Front_cafe-Kandy_Kandy_District_Central_Province.html,0.651508695652174,Positive,"Seafood, Asian, Healthy, Street Food, Soups, Sri Lankan"
23295685,Los Amigos Locos,7.3152,80.63094,"70 Peradeniya - Halloluwa - Katugastota Road, Kandy 20800 Sri Lanka",20800.0,0,0,4.9,29,+94 70 277 3767,/Restaurant_Review-g304138-d23295685-Reviews-Los_Amigos_Locos-Kandy_Kandy_District_Central_Province.html,0.783451724137931,Positive,Mexican
4427098,Royal Mall,7.27858,80.61809,"William Gopallawa Mawatha, Kandy 20000 Sri Lanka",20000.0,0,0,3.8,93,7388300,/Restaurant_Review-g304138-d4427098-Reviews-Royal_Mall-Kandy_Kandy_District_Central_Province.html,0.5749133333333333,Positive,"International, Asian, Sri Lankan"
25357064,Tamarind Restaurant The Grand Kandyan,7.303187,80.63712,"Lady Gordon Road, Kandy Sri Lanka",,0,0,4.3,3,,/Restaurant_Review-g304138-d25357064-Reviews-Tamarind_Restaurant_The_Grand_Kandyan-Kandy_Kandy_District_Central_Province.html,0.7675000000000001,Positive,"Barbecue, Asian, Vietnamese, Sri Lankan"
3438350,Kandyan Arts Restaurant,7.276945,80.615524,"839 Peradeniya Road Kandyan Arts Residency, Kandy 20000 Sri Lanka",20000.0,0,0,3.7,238,+94 81 2 229825,/Restaurant_Review-g304138-d3438350-Reviews-Kandyan_Arts_Restaurant-Kandy_Kandy_District_Central_Province.html,0.503520796460177,Positive,"International, Asian, Indonesian"
26244135,Lion Brand Coffee & Bakery,7.284498,80.64951,"43, Ampitiya road, Kandy Sri Lanka",,0,0,4.9,38,+94 77 429 4443,/Restaurant_Review-g304138-d26244135-Reviews-Lion_Brand_Coffee_Bakery-Kandy_Kandy_District_Central_Province.html,0.7222157894736841,Positive,"Italian, Mexican, American, Cafe, Asian, Thai, Sri Lankan"
27721224,Roobinzz Cafe And Restaurant,7.293862,80.649796,"164/a Anagarika Dharmapala Lane, Kandy 20000 Sri Lanka",20000.0,0,0,5.0,4,+94 71 542 6918,/Restaurant_Review-g304138-d27721224-Reviews-Roobinzz_Cafe_And_Restaurant-Kandy_Kandy_District_Central_Province.html,0.9233250000000001,Positive,"Italian, Chinese, Asian, Mongolian, Sri Lankan"
3702637,Sri Ganeshananda Brahmins Vegetarian Hotel,7.27859,80.61716,"42 Peradeniya Road, Kandy 20000 Sri Lanka",20000.0,0,0,4.1,24,+94 81 4 950667,/Restaurant_Review-g304138-d3702637-Reviews-Sri_Ganeshananda_Brahmins_Vegetarian_Hotel-Kandy_Kandy_District_Central_Province.html,0.4801869565217391,Positive,"Indian, Asian, Sri Lankan"
26529859,Lobster Arena,7.293427,80.64848,"129/8b Anagarika Dharmapala Mawatha , Kandy, Kandy 20000 Sri Lanka",20000.0,0,0,5.0,3,+94 77 588 2041,/Restaurant_Review-g304138-d26529859-Reviews-Lobster_Arena-Kandy_Kandy_District_Central_Province.html,0.8752,Positive,"Italian, Chinese, Cafe, Seafood, Healthy"
26245060,The Golden Curry Restaurant,7.29566,80.63665,"No.111/1/1, Kotugodella Veediya, Kandy 20000 Sri Lanka",20000.0,0,0,3.8,17,+94 81 4 200300,/Restaurant_Review-g304138-d26245060-Reviews-The_Golden_Curry_Restaurant-Kandy_Kandy_District_Central_Province.html,0.3100352941176471,Positive,"Chinese, Indian, Asian, Arabic"
28674037,Organica Lounge Kandy,7.293445,80.635345,"Yatinuwara Ln, Kandy 20000 Sri Lanka",20000.0,0,0,4.2,14,+94 77 630 1625,/Restaurant_Review-g304138-d28674037-Reviews-Organica_Lounge_Kandy-Kandy_Kandy_District_Central_Province.html,0.4349857142857143,Positive,"French, Asian, British, Soups, Sri Lankan"
27134430,Castle Lane Cafe & Restaurant,7.293622,80.63699,"36/13, Kotugodella Street, Kandy 20000 Sri Lanka",20000.0,0,0,5.0,8,+94 70 456 8877,/Restaurant_Review-g304138-d27134430-Reviews-Castle_Lane_Cafe_Restaurant-Kandy_Kandy_District_Central_Province.html,0.75985,Positive,"Chinese, American, Indian, Asian, Thai, Sri Lankan"
